@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 41\nSize of the tree: 60\n','Number of leaves: 57\nSize of the tree: 83\n','Number of leaves: 35\nSize of the tree: 52\n','Number of leaves: 54\nSize of the tree: 81\n','Number of leaves: 34\nSize of the tree: 48\n','Number of leaves: 44\nSize of the tree: 64\n','Number of leaves: 76\nSize of the tree: 113\n','Number of leaves: 69\nSize of the tree: 111\n','Number of leaves: 62\nSize of the tree: 92\n','Number of leaves: 2\nSize of the tree: 3\n','Number of leaves: 53\nSize of the tree: 81\n','Number of leaves: 41\nSize of the tree: 59\n','Number of leaves: 62\nSize of the tree: 89\n','Number of leaves: 61\nSize of the tree: 92\n','Number of leaves: 47\nSize of the tree: 70\n','Number of leaves: 30\nSize of the tree: 42\n','Number of leaves: 54\nSize of the tree: 82\n','Number of leaves: 47\nSize of the tree: 71\n','Number of leaves: 33\nSize of the tree: 48\n','Number of leaves: 63\nSize of the tree: 125\n','Number of leaves: 60\nSize of the tree: 119\n','Number of leaves: 50\nSize of the tree: 99\n','Number of leaves: 51\nSize of the tree: 101\n','Number of leaves: 72\nSize of the tree: 143\n','Number of leaves: 46\nSize of the tree: 91\n','Number of leaves: 58\nSize of the tree: 115\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 57\nSize of the tree: 113\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 68\nSize of the tree: 135\n','Number of leaves: 45\nSize of the tree: 89\n','Number of leaves: 56\nSize of the tree: 111\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 54\nSize of the tree: 107\n','Number of leaves: 5\nSize of the tree: 9\n'}
@attribute measureOutOfBagError numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

contact-lenses,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,18,6,5,1,0,83.333333,16.666667,0,0.714286,0.133333,0.271825,36.521739,65.623073,7.692126,2.736966,4.955161,1.282021,0.456161,0.82586,5.340451,0.890075,69.427499,1,1,0,0,1,5,0,0,1,1,1,1,1,1,0.833333,0.033333,0.966667,0.166667,0.916667,0.833333,0.849206,0.74348,0.941667,0.883333,0.84127,0.833333,0,0,0,0,0,0,4241,2969,2141,100,50,'Number of leaves: 3\nSize of the tree: 5\n',?,5,3,3
contact-lenses,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,16,8,6,2,0,75,25,0,0.609756,0.166667,0.36799,44.705882,86.556443,10.686262,1076.415037,-1065.728775,1.335783,134.55188,-133.216097,6.613415,0.826677,61.887077,1,2,0.166667,1,0.833333,5,0,0,0.666667,1,0.8,0.745356,0.916667,0.666667,0.75,0.059524,0.940476,0.25,0.854167,0.75,0.752083,0.643171,0.866071,0.782292,0.738889,0.75,0,0,0,0,0,0,4241,2831,2279,87.5,41.666667,'Number of leaves: 3\nSize of the tree: 5\n',?,5,3,3
contact-lenses,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,16,8,8,0,0,100,0,0,1,0.075,0.15411,20.117647,36.248927,10.686262,1.567041,9.119221,1.335783,0.19588,1.139903,9.119221,1.139903,85.335933,1,2,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4241,2831,2279,100,45.833333,'Number of leaves: 3\nSize of the tree: 5\n',?,5,3,3
contact-lenses,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,16,8,7,1,0,87.5,12.5,0,0.789474,0.125,0.25,33.529412,58.803524,10.686262,3.245112,7.44115,1.335783,0.405639,0.930144,7.819764,0.97747,73.175855,1,2,0,0,1,6,0,0,1,1,1,1,1,1,0.875,0.017857,0.982143,0.125,0.9375,0.875,0.888889,0.815955,0.928571,0.890625,0.851852,0.875,0,0,0,0,0,0,4241,2831,2279,100,50,'Number of leaves: 3\nSize of the tree: 5\n',?,5,3,3
contact-lenses,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,17,7,6,1,0,85.714286,14.285714,0,0.730769,0.114286,0.251661,31.578947,62.224648,8.63441,2.736966,5.897445,1.233487,0.390995,0.842492,6.297983,0.899712,72.940507,1,1,0,0,1,6,0,0,1,1,1,1,1,1,0.857143,0.02381,0.97619,0.142857,0.928571,0.857143,0.873016,0.756712,0.952381,0.904762,0.851852,0.857143,0,0,0,0,0,0,4241,2900,2210,100,47.619048,'Number of leaves: 3\nSize of the tree: 5\n',?,5,3,3
contact-lenses,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,18,6,6,0,0,100,0,0,1,0.066667,0.149071,18.26087,35.988251,7.692126,1.058894,6.633233,1.282021,0.176482,1.105539,6.633233,1.105539,86.234058,1,1,0,0,1,5,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4241,2969,2141,100,44.444444,'Number of leaves: 3\nSize of the tree: 5\n',?,5,3,3
contact-lenses,11,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,17,7,6,1,0,85.714286,14.285714,0,0.774194,0.142857,0.267261,37.5,60.633906,9.913647,3.245112,6.668534,1.416235,0.463587,0.952648,7.024678,1.003525,70.858668,1,2,0,0,1,5,0,0,1,1,1,1,1,1,0.857143,0.02381,0.97619,0.142857,0.928571,0.857143,0.870748,0.8065,0.916667,0.867347,0.84127,0.857143,0,0,0,0,0,0,4241,2900,2210,100,52.380952,'Number of leaves: 3\nSize of the tree: 5\n',?,5,3,3
contact-lenses,12,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,17,7,6,1,0,85.714286,14.285714,0,0.72,0.142857,0.327327,37.5,74.261066,9.913647,1074.830075,-1064.916428,1.416235,153.547154,-152.130918,6.439715,0.919959,64.95809,1,2,0,0,1,5,0,0,1,1,1,1,1,1,0.857143,0.190476,0.809524,0.142857,?,0.857143,?,?,0.833333,0.763265,?,0.857143,0,0,0,0,0,0,4645,2900,2210,85.714286,42.857143,'Number of leaves: 4\nSize of the tree: 7\n',?,7,4,4
contact-lenses,13,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,17,7,7,0,0,100,0,0,1,0.085714,0.164751,22.5,37.37725,9.913647,1.567041,8.346606,1.416235,0.223863,1.192372,8.346606,1.192372,84.193096,1,2,0,0,1,5,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4241,2900,2210,100,47.619048,'Number of leaves: 3\nSize of the tree: 5\n',?,5,3,3
contact-lenses,14,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,17,7,5,2,0,71.428571,28.571429,0,0.533333,0.190476,0.393398,52.631579,97.269864,8.63441,1076.415037,-1067.780627,1.233487,153.773577,-152.54009,4.605411,0.657916,53.337878,1,1,0.166667,1,0.833333,5,0,0,0.5,1,0.666667,0.645497,0.916667,0.5,0.714286,0.047619,0.952381,0.285714,0.857143,0.714286,0.72619,0.575658,0.833333,0.787755,0.694444,0.714286,0,0,0,0,0,0,4241,2900,2210,85.714286,42.857143,'Number of leaves: 3\nSize of the tree: 5\n',?,5,3,3
contact-lenses,15,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,18,6,5,1,0,83.333333,16.666667,0,0.714286,0.133333,0.271825,36.521739,65.623073,7.692126,2.736966,4.955161,1.282021,0.456161,0.82586,5.340451,0.890075,69.427499,1,1,0,0,1,5,0,0,1,1,1,1,1,1,0.833333,0.033333,0.966667,0.166667,0.916667,0.833333,0.849206,0.74348,0.941667,0.883333,0.84127,0.833333,0,0,0,0,0,0,4241,2969,2141,100,50,'Number of leaves: 3\nSize of the tree: 5\n',?,5,3,3
contact-lenses,16,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,17,7,5,2,0,71.428571,28.571429,0,0.588235,0.238095,0.449868,62.5,102.062073,9.913647,2148.830075,-2138.916428,1.416235,306.975725,-305.55949,4.965784,0.709398,50.09039,1,2,0,0,1,5,0,0,1,1,1,1,1,1,0.714286,0.047619,0.952381,0.285714,0.904762,0.714286,0.738095,0.666042,0.738095,0.782313,0.722222,0.714286,0,0,0,0,0,0,4241,2900,2210,71.428571,42.857143,'Number of leaves: 3\nSize of the tree: 5\n',?,5,3,3
contact-lenses,17,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,18,6,5,1,0,83.333333,16.666667,0,0.714286,0.111111,0.333333,30.434783,80.472175,7.692126,1074,-1066.307874,1.282021,179,-177.717979,5.662379,0.94373,73.612663,1,1,0.2,1,0.8,4,0,0,0.5,1,0.666667,0.632456,0.9,0.5,0.833333,0.033333,0.966667,0.166667,0.916667,0.833333,0.849206,0.74348,0.9,0.861111,0.84127,0.833333,0,0,0,0,0,0,4645,2969,2141,83.333333,33.333333,'Number of leaves: 4\nSize of the tree: 7\n',?,7,4,4
contact-lenses,18,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,18,6,5,1,0,83.333333,16.666667,0,0.6,0.133333,0.339935,36.521739,82.065838,7.692126,1074.321928,-1066.629802,1.282021,179.053655,-177.771634,4.673026,0.778838,60.750774,1,1,0,0,1,5,0,0,1,1,1,1,1,1,0.833333,0.333333,0.666667,0.166667,?,0.833333,?,?,0.75,0.727778,?,0.833333,0,0,0,0,0,0,4645,2969,2141,83.333333,38.888889,'Number of leaves: 4\nSize of the tree: 7\n',?,7,4,4
contact-lenses,19,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,17,7,6,1,0,85.714286,14.285714,0,0.72,0.142857,0.327327,37.5,74.261066,9.913647,1074.830075,-1064.916428,1.416235,153.547154,-152.130918,6.439715,0.919959,64.95809,1,2,0,0,1,5,0,0,1,1,1,1,1,1,0.857143,0.190476,0.809524,0.142857,?,0.857143,?,?,0.833333,0.763265,?,0.857143,0,0,0,0,0,0,4645,2900,2210,85.714286,42.857143,'Number of leaves: 4\nSize of the tree: 7\n',?,7,4,4
contact-lenses,20,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,16,8,6,2,0,75,25,0,0.619048,0.208333,0.420813,55.882353,98.98108,10.686262,2148.830075,-2138.143813,1.335783,268.603759,-267.267977,5.78334,0.722918,54.119394,1,2,0,0,1,6,0,0,1,1,1,1,1,1,0.75,0.035714,0.964286,0.25,0.916667,0.75,0.78125,0.685994,0.77381,0.822917,0.75,0.75,0,0,0,0,0,0,4241,2831,2279,75,41.666667,'Number of leaves: 3\nSize of the tree: 5\n',?,5,3,3
credit-g_simple,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,700,300,201,99,0,67,33,0,0.076493,0.395688,0.487154,94.16028,106.305589,264.387604,12064.170511,-11799.782907,0.881292,40.213902,-39.33261,8.504724,0.028349,3.216764,0.87619,184,0.811111,73,0.188889,17,0.12381,26,0.715953,0.87619,0.788009,0.085109,0.552354,0.727691,0.67,0.604921,0.395079,0.33,0.619772,0.67,0.628298,0.085109,0.552354,0.614542,0.521824,0.67,0,0,0,0,0,0,14292,61616,27616,96.333333,94.5,'Number of leaves: 41\nSize of the tree: 60\n',?,60,41,41
credit-g_simple,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,700,300,198,102,0,66,34,0,0.079422,0.394639,0.496016,93.910663,108.239589,264.387604,19565.302563,-19300.914959,0.881292,65.217675,-64.336383,9.638083,0.032127,3.645437,0.847619,178,0.777778,70,0.222222,20,0.152381,32,0.717742,0.847619,0.777293,0.08455,0.566508,0.730559,0.66,0.590159,0.409841,0.34,0.617804,0.66,0.628612,0.08455,0.566508,0.61861,0.529491,0.66,0,0,0,0,0,0,18370,61616,27616,94,92.666667,'Number of leaves: 57\nSize of the tree: 83\n',?,83,57,57
credit-g_simple,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,700,300,206,94,0,68.666667,31.333333,0,0.139194,0.383061,0.467324,91.155503,101.978381,264.387604,6694.526773,-6430.139169,0.881292,22.315089,-21.433797,18.312865,0.061043,6.926522,0.87619,184,0.755556,68,0.244444,22,0.12381,26,0.730159,0.87619,0.796537,0.150794,0.65709,0.784285,0.686667,0.566032,0.433968,0.313333,0.648611,0.686667,0.653228,0.150794,0.65709,0.677107,0.557689,0.686667,0,0,0,0,0,0,12884,61616,27616,98,98,'Number of leaves: 35\nSize of the tree: 52\n',?,52,35,35
credit-g_simple,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,700,300,197,103,0,65.666667,34.333333,0,0.060219,0.39179,0.500512,93.23268,109.220492,264.387604,14220.016356,-13955.628752,0.881292,47.400055,-46.518763,8.703088,0.02901,3.291791,0.852381,179,0.8,72,0.2,18,0.147619,31,0.713147,0.852381,0.776573,0.064934,0.587434,0.74937,0.656667,0.604286,0.395714,0.343333,0.609407,0.656667,0.621299,0.064934,0.587434,0.632582,0.517783,0.656667,0,0,0,0,0,0,18054,61616,27616,95.666667,94.833333,'Number of leaves: 54\nSize of the tree: 81\n',?,81,54,54
credit-g_simple,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,700,300,205,95,0,68.333333,31.666667,0,0.072266,0.405279,0.472199,96.442589,103.042203,264.387604,6699.034348,-6434.646744,0.881292,22.330114,-21.448822,6.427648,0.021425,2.431146,0.914286,192,0.855556,77,0.144444,13,0.085714,18,0.713755,0.914286,0.80167,0.088417,0.565,0.733135,0.683333,0.624603,0.375397,0.316667,0.625435,0.683333,0.625632,0.088417,0.565,0.614555,0.508273,0.683333,0,0,0,0,0,0,12132,61616,27616,98,98.166667,'Number of leaves: 34\nSize of the tree: 48\n',?,48,34,34
credit-g_simple,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,700,300,207,93,0,69,31,0,0.077381,0.402881,0.488468,95.871917,106.592422,264.387604,14210.856409,-13946.468804,0.881292,47.369521,-46.488229,5.876168,0.019587,2.222558,0.928571,195,0.866667,78,0.133333,12,0.071429,15,0.714286,0.928571,0.807453,0.099127,0.497963,0.689008,0.69,0.628095,0.371905,0.31,0.633333,0.69,0.626756,0.099127,0.497963,0.580289,0.506291,0.69,0,0,0,0,0,0,14996,61616,27616,95.666667,96.333333,'Number of leaves: 44\nSize of the tree: 64\n',?,64,44,44
credit-g_simple,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,700,300,195,105,0,65,35,0,0.107143,0.400721,0.527648,95.357955,115.142138,264.387604,32447.682881,-32183.295277,0.881292,108.158943,-107.277651,3.053144,0.010177,1.154798,0.8,168,0.7,63,0.3,27,0.2,42,0.727273,0.8,0.761905,0.108893,0.542778,0.70164,0.65,0.55,0.45,0.35,0.626482,0.65,0.63522,0.108893,0.542778,0.59907,0.550764,0.65,0,0,0,0,0,0,23734,61616,27616,90,90.666667,'Number of leaves: 76\nSize of the tree: 113\n',?,113,76,76
credit-g_simple,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,700,300,203,97,0,67.666667,32.333333,0,0.133929,0.380474,0.500214,90.53999,109.155518,264.387604,25993.086471,-25728.698867,0.881292,86.643622,-85.76233,17.515379,0.058385,6.624887,0.852381,179,0.733333,66,0.266667,24,0.147619,31,0.730612,0.852381,0.786813,0.14099,0.589894,0.739657,0.676667,0.557619,0.442381,0.323333,0.642338,0.676667,0.65008,0.14099,0.589894,0.630956,0.558924,0.676667,0,0,0,0,0,0,23514,61616,27616,91.666667,89.166667,'Number of leaves: 69\nSize of the tree: 111\n',?,111,69,69
credit-g_simple,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,700,300,199,101,0,66.333333,33.666667,0,0.057836,0.397217,0.497089,94.524299,108.473537,264.387604,15289.526491,-15025.138887,0.881292,50.965088,-50.083796,7.570009,0.025233,2.863224,0.871429,183,0.822222,74,0.177778,16,0.128571,27,0.712062,0.871429,0.783726,0.06435,0.533704,0.720868,0.663333,0.614127,0.385873,0.336667,0.610071,0.663333,0.620789,0.06435,0.533704,0.602552,0.512164,0.663333,0,0,0,0,0,0,19996,61616,27616,95.333333,95.666667,'Number of leaves: 62\nSize of the tree: 92\n',?,92,62,62
credit-g_simple,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,700,300,208,92,0,69.333333,30.666667,0,0.068826,0.412756,0.458658,98.221847,100.087343,264.387604,264.596024,-0.20842,0.881292,0.881987,-0.000695,3.74791,0.012493,1.417582,0.942857,198,0.888889,80,0.111111,10,0.057143,12,0.71223,0.942857,0.811475,0.094871,0.526984,0.711531,0.693333,0.639365,0.360635,0.306667,0.634925,0.693333,0.621604,0.094871,0.526984,0.593223,0.495023,0.693333,0,0,0,0,0,0,4170,61616,27616,100,100,'Number of leaves: 2\nSize of the tree: 3\n',?,3,2,2
credit-g_simple,11,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,700,300,204,96,0,68,32,0,0.145907,0.389697,0.487666,92.734684,106.417269,264.387604,12066.891349,-11802.503745,0.881292,40.222971,-39.341679,12.345817,0.041153,4.66959,0.852381,179,0.722222,65,0.277778,25,0.147619,31,0.733607,0.852381,0.788546,0.153079,0.594735,0.752284,0.68,0.549841,0.450159,0.32,0.647453,0.68,0.654722,0.153079,0.594735,0.637876,0.565506,0.68,0.015,0,0.015625,0,15.625,0,18078,61616,27616,96.333333,95.833333,'Number of leaves: 53\nSize of the tree: 81\n',?,81,53,53
credit-g_simple,12,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,700,300,206,94,0,68.666667,31.333333,0,0.078431,0.391922,0.468035,93.26417,102.133474,264.387604,4556.181942,-4291.794338,0.881292,15.187273,-14.305981,14.301674,0.047672,5.409359,0.919048,193,0.855556,77,0.144444,13,0.080952,17,0.714815,0.919048,0.804167,0.096986,0.650608,0.780699,0.686667,0.623175,0.376825,0.313333,0.63037,0.686667,0.627917,0.096986,0.650608,0.665927,0.510417,0.686667,0,0,0,0,0,0,14098,61616,27616,98.666667,98.5,'Number of leaves: 41\nSize of the tree: 59\n',?,59,41,41
credit-g_simple,13,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,700,300,194,106,0,64.666667,35.333333,0,0.070175,0.405975,0.516857,96.608395,112.787463,264.387604,27083.485329,-26819.097725,0.881292,90.278284,-89.396992,-0.97288,-0.003243,-0.367975,0.819048,172,0.755556,68,0.244444,22,0.180952,38,0.716667,0.819048,0.764444,0.072739,0.564788,0.733709,0.646667,0.583175,0.416825,0.353333,0.611667,0.646667,0.623111,0.072739,0.564788,0.616727,0.528889,0.646667,0,0,0,0,0,0,19414,61616,27616,91.666667,92,'Number of leaves: 62\nSize of the tree: 89\n',?,89,62,62
credit-g_simple,14,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,700,300,192,108,0,64,36,0,0.059233,0.396614,0.507334,94.380644,110.709303,264.387604,12098.263571,-11833.875967,0.881292,40.327545,-39.446253,3.420179,0.011401,1.293623,0.809524,170,0.755556,68,0.244444,22,0.190476,40,0.714286,0.809524,0.758929,0.061078,0.575767,0.740764,0.64,0.586032,0.413968,0.36,0.606452,0.64,0.618092,0.061078,0.575767,0.62336,0.524201,0.64,0,0,0,0,0,0,20020,61616,27616,93,91.166667,'Number of leaves: 61\nSize of the tree: 92\n',?,92,61,61
credit-g_simple,15,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,700,300,209,91,0,69.666667,30.333333,0,0.163603,0.384554,0.485288,91.510929,105.898389,264.387604,19559.050561,-19294.662956,0.881292,65.196835,-64.315543,16.134328,0.053781,6.102528,0.885714,186,0.744444,67,0.255556,23,0.114286,24,0.735178,0.885714,0.803456,0.178103,0.624206,0.756985,0.696667,0.555397,0.444603,0.303333,0.661433,0.696667,0.663149,0.178103,0.624206,0.648145,0.569611,0.696667,0,0,0,0,0,0,16088,61616,27616,94,94.5,'Number of leaves: 47\nSize of the tree: 70\n',?,70,47,47
credit-g_simple,16,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,700,300,208,92,0,69.333333,30.666667,0,0.105058,0.402155,0.474366,95.699216,103.515027,264.387604,10982.666364,-10718.27876,0.881292,36.608888,-35.727596,8.864015,0.029547,3.352659,0.919048,193,0.833333,75,0.166667,15,0.080952,17,0.720149,0.919048,0.807531,0.127245,0.535291,0.716164,0.693333,0.607619,0.392381,0.306667,0.644729,0.693333,0.639042,0.127245,0.535291,0.605849,0.526717,0.693333,0,0,0,0,0,0,11064,61616,27616,96.666667,96.166667,'Number of leaves: 30\nSize of the tree: 42\n',?,42,30,30
credit-g_simple,17,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,700,300,202,98,0,67.333333,32.666667,0,0.128114,0.386092,0.494257,91.876802,107.855573,264.387604,20637.310027,-20372.922423,0.881292,68.791033,-67.909741,14.708103,0.049027,5.563083,0.847619,178,0.733333,66,0.266667,24,0.152381,32,0.729508,0.847619,0.784141,0.134411,0.604021,0.760942,0.673333,0.559048,0.440952,0.326667,0.639227,0.673333,0.647529,0.134411,0.604021,0.641887,0.556454,0.673333,0.016,0,0.015625,0,15.625,0,18248,61616,27616,92.333333,89,'Number of leaves: 54\nSize of the tree: 82\n',?,82,54,54
credit-g_simple,18,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,700,300,202,98,0,67.333333,32.666667,0,0.008097,0.413473,0.469856,98.392446,102.530844,264.387604,274.797879,-10.410275,0.881292,0.915993,-0.034701,0.331837,0.001106,0.125512,0.928571,195,0.922222,83,0.077778,7,0.071429,15,0.701439,0.928571,0.79918,0.011161,0.527434,0.712509,0.673333,0.666984,0.333016,0.326667,0.586462,0.673333,0.596926,0.011161,0.527434,0.593034,0.46209,0.673333,0,0,0,0,0,0,4898,61616,27616,100,100,'Number of leaves: 4\nSize of the tree: 7\n',?,7,4,4
credit-g_simple,19,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,700,300,209,91,0,69.666667,30.333333,0,0.144737,0.385792,0.481947,91.805487,105.169335,264.387604,15272.953498,-15008.565894,0.881292,50.909845,-50.028553,19.143177,0.063811,7.240573,0.9,189,0.777778,70,0.222222,20,0.1,21,0.72973,0.9,0.80597,0.163057,0.588333,0.742246,0.696667,0.574444,0.425556,0.303333,0.657152,0.696667,0.655782,0.163057,0.588333,0.637083,0.555657,0.696667,0,0,0,0,0,0,16282,61616,27616,95.333333,95,'Number of leaves: 47\nSize of the tree: 71\n',?,71,47,47
credit-g_simple,20,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,700,300,209,91,0,69.666667,30.333333,0,0.075203,0.406153,0.471965,96.650746,102.991126,264.387604,10980.745817,-10716.358212,0.881292,36.602486,-35.721194,7.965583,0.026552,3.012843,0.947619,199,0.888889,80,0.111111,10,0.052381,11,0.713262,0.947619,0.813906,0.105482,0.551376,0.721401,0.696667,0.637937,0.362063,0.303333,0.64214,0.696667,0.623788,0.105482,0.551376,0.606375,0.497043,0.696667,0,0,0,0,0,0,12156,61616,27616,96.666667,96.833333,'Number of leaves: 33\nSize of the tree: 48\n',?,48,33,33
vehicle,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,590,256,190,66,0,74.21875,25.78125,0,0.65632,0.137277,0.339437,36.623163,78.408436,511.731115,40908.23649,-40396.505374,1.99895,159.797799,-157.798849,347.015412,1.355529,67.81206,0.671875,43,0.182292,35,0.817708,157,0.328125,21,0.551282,0.671875,0.605634,0.460585,0.779989,0.517368,0.742188,0.086993,0.913007,0.257813,0.752662,0.742188,0.744606,0.659521,0.854503,0.689089,0.748042,0.742188,0.016,0,0.015625,0,15.625,0,31439,108979,48525,84.765625,35.253906,'Number of leaves: 63\nSize of the tree: 125\n',?,125,63,63
vehicle,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,594,252,178,74,0,70.634921,29.365079,0,0.608235,0.145999,0.348672,38.950201,80.542257,503.72798,44121.944422,-43618.216443,1.998921,175.087081,-173.08816,331.767795,1.316539,65.862491,0.507937,32,0.153439,29,0.846561,160,0.492063,31,0.52459,0.507937,0.516129,0.358371,0.746074,0.450777,0.706349,0.099266,0.900734,0.293651,0.706367,0.706349,0.706293,0.607129,0.850801,0.666068,0.70887,0.706349,0,0,0,0,0,0,30107,109703,47801,82.539683,31.25,'Number of leaves: 60\nSize of the tree: 119\n',?,119,60,60
vehicle,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,593,253,177,76,0,69.960474,30.039526,0,0.59884,0.154664,0.33599,41.261791,77.612361,505.729892,35554.382564,-35048.652672,1.998932,140.531156,-138.532224,330.708788,1.307149,65.392375,0.328125,21,0.116402,22,0.883598,167,0.671875,43,0.488372,0.328125,0.392523,0.245044,0.785921,0.468956,0.699605,0.102254,0.897746,0.300395,0.698296,0.699605,0.691113,0.597419,0.848562,0.660416,0.693621,0.699605,0,0,0,0,0,0,25667,109522,47982,86.166008,35.177866,'Number of leaves: 50\nSize of the tree: 99\n',?,99,50,50
vehicle,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,593,253,168,85,0,66.403162,33.596838,0,0.552427,0.167324,0.362375,44.639284,83.707223,505.729892,37742.578131,-37236.848239,1.998932,149.180151,-147.181218,310.619126,1.227744,61.419966,0.484375,31,0.174603,33,0.825397,156,0.515625,33,0.484375,0.484375,0.484375,0.309772,0.714658,0.433196,0.664032,0.112269,0.887731,0.335968,0.647137,0.664032,0.652516,0.543525,0.827072,0.631351,0.655416,0.664032,0,0,0,0,0,0,26111,109522,47982,84.58498,37.351779,'Number of leaves: 51\nSize of the tree: 101\n',?,101,51,51
vehicle,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,591,255,189,66,0,74.117647,25.882353,0,0.654826,0.135543,0.343616,36.160034,79.37113,509.76862,49470.457338,-48960.688718,1.999093,194.001793,-192.002701,347.599451,1.363135,68.187691,0.609375,39,0.136126,26,0.863874,165,0.390625,25,0.6,0.609375,0.604651,0.470829,0.754295,0.523284,0.741176,0.086888,0.913112,0.258824,0.737107,0.741176,0.738924,0.652369,0.841859,0.660605,0.740478,0.741176,0,0,0,0,0,0,35435,109160,48344,81.176471,29.901961,'Number of leaves: 72\nSize of the tree: 143\n',?,143,72,72
