@relation InstanceResultListener

@attribute Key_Dataset {credit-g_simple}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.rules.OneR,weka.classifiers.trees.J48,weka.classifiers.bayes.NaiveBayes}
@attribute Key_Scheme_options {'-B 6','-C 0.25 -M 2',''}
@attribute Key_Scheme_version_ID {-3459427003147861443,-217733168393644444,5995231201785697655}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 33\nSize of the tree: 49\n','Number of leaves: 85\nSize of the tree: 127\n','Number of leaves: 31\nSize of the tree: 44\n','Number of leaves: 54\nSize of the tree: 82\n','Number of leaves: 61\nSize of the tree: 90\n','Number of leaves: 63\nSize of the tree: 95\n','Number of leaves: 32\nSize of the tree: 49\n','Number of leaves: 86\nSize of the tree: 131\n','Number of leaves: 41\nSize of the tree: 67\n','Number of leaves: 47\nSize of the tree: 68\n','Number of leaves: 40\nSize of the tree: 62\n','Number of leaves: 38\nSize of the tree: 58\n','Number of leaves: 63\nSize of the tree: 94\n','Number of leaves: 39\nSize of the tree: 57\n','Number of leaves: 34\nSize of the tree: 53\n','Number of leaves: 44\nSize of the tree: 62\n','Number of leaves: 48\nSize of the tree: 73\n','Number of leaves: 62\nSize of the tree: 92\n','Number of leaves: 61\nSize of the tree: 94\n','Number of leaves: 46\nSize of the tree: 67\n','Number of leaves: 47\nSize of the tree: 67\n','Number of leaves: 83\nSize of the tree: 125\n','Number of leaves: 40\nSize of the tree: 59\n','Number of leaves: 46\nSize of the tree: 71\n','Number of leaves: 29\nSize of the tree: 43\n','Number of leaves: 66\nSize of the tree: 93\n','Number of leaves: 31\nSize of the tree: 46\n','Number of leaves: 67\nSize of the tree: 100\n','Number of leaves: 64\nSize of the tree: 98\n','Number of leaves: 52\nSize of the tree: 79\n','Number of leaves: 58\nSize of the tree: 88\n','Number of leaves: 22\nSize of the tree: 29\n','Number of leaves: 64\nSize of the tree: 99\n','Number of leaves: 74\nSize of the tree: 109\n','Number of leaves: 88\nSize of the tree: 129\n','Number of leaves: 45\nSize of the tree: 65\n','Number of leaves: 74\nSize of the tree: 114\n','Number of leaves: 57\nSize of the tree: 88\n','Number of leaves: 45\nSize of the tree: 67\n','Number of leaves: 59\nSize of the tree: 89\n','Number of leaves: 49\nSize of the tree: 75\n','Number of leaves: 44\nSize of the tree: 66\n','Number of leaves: 71\nSize of the tree: 108\n','Number of leaves: 42\nSize of the tree: 63\n','Number of leaves: 45\nSize of the tree: 68\n','Number of leaves: 95\nSize of the tree: 146\n','Number of leaves: 10\nSize of the tree: 16\n','Number of leaves: 62\nSize of the tree: 96\n','Number of leaves: 49\nSize of the tree: 70\n','Number of leaves: 53\nSize of the tree: 81\n','Number of leaves: 55\nSize of the tree: 83\n','Number of leaves: 92\nSize of the tree: 136\n','Number of leaves: 32\nSize of the tree: 46\n','Number of leaves: 22\nSize of the tree: 32\n','Number of leaves: 50\nSize of the tree: 72\n','Number of leaves: 51\nSize of the tree: 77\n','Number of leaves: 49\nSize of the tree: 73\n','Number of leaves: 66\nSize of the tree: 101\n','Number of leaves: 48\nSize of the tree: 75\n','Number of leaves: 82\nSize of the tree: 127\n','Number of leaves: 10\nSize of the tree: 14\n','Number of leaves: 86\nSize of the tree: 130\n','Number of leaves: 42\nSize of the tree: 66\n','Number of leaves: 75\nSize of the tree: 112\n','Number of leaves: 89\nSize of the tree: 134\n','Number of leaves: 83\nSize of the tree: 123\n','Number of leaves: 53\nSize of the tree: 80\n','Number of leaves: 52\nSize of the tree: 76\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 73\nSize of the tree: 105\n','Number of leaves: 37\nSize of the tree: 56\n','Number of leaves: 75\nSize of the tree: 113\n','Number of leaves: 9\nSize of the tree: 14\n','Number of leaves: 66\nSize of the tree: 96\n','Number of leaves: 26\nSize of the tree: 39\n','Number of leaves: 19\nSize of the tree: 26\n','Number of leaves: 36\nSize of the tree: 49\n','Number of leaves: 30\nSize of the tree: 45\n','Number of leaves: 71\nSize of the tree: 107\n','Number of leaves: 88\nSize of the tree: 124\n','Number of leaves: 35\nSize of the tree: 52\n','Number of leaves: 55\nSize of the tree: 84\n','Number of leaves: 33\nSize of the tree: 48\n','Number of leaves: 63\nSize of the tree: 98\n','Number of leaves: 76\nSize of the tree: 118\n','Number of leaves: 65\nSize of the tree: 99\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
credit-g_simple,3,3,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,66,34,0,66,34,0,-0.024096,0.34,0.583095,80.918206,127.241742,88.129157,36516,-36427.870843,0.881292,365.16,-364.278708,11.618209,0.116182,13.183161,0.914286,64,0.933333,28,0.066667,2,0.085714,6,0.695652,0.914286,0.790123,-0.032174,0.490476,0.696025,0.66,0.679048,0.320952,0.34,0.561957,0.66,0.584665,-0.032174,0.490476,0.576217,0.447693,0.66,0,0,0,0,0,0,1408,78616,10616,66,50,?,?,?,?
credit-g_simple,3,4,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,66,34,0,66,34,0,0.086022,0.34,0.583095,80.918206,127.241742,88.129157,36516,-36427.870843,0.881292,365.16,-364.278708,11.618209,0.116182,13.183161,0.842857,59,0.766667,23,0.233333,7,0.157143,11,0.719512,0.842857,0.776316,0.09088,0.538095,0.716446,0.66,0.58381,0.41619,0.34,0.620325,0.66,0.630921,0.09088,0.538095,0.597734,0.533991,0.66,0,0,0,0,0,0,1444,78616,10616,66,50,?,?,?,?
credit-g_simple,3,5,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,66,34,0,66,34,0,0,0.34,0.583095,80.918206,127.241742,88.129157,36516,-36427.870843,0.881292,365.16,-364.278708,11.618209,0.116182,13.183161,0.9,63,0.9,27,0.1,3,0.1,7,0.7,0.9,0.7875,0,0.5,0.7,0.66,0.66,0.34,0.34,0.58,0.66,0.59625,0,0.5,0.58,0.46875,0.66,0,0,0,0,0,0,1408,78616,10616,66,50,?,?,?,?
credit-g_simple,3,6,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,70,30,0,70,30,0,0.096386,0.3,0.547723,71.398417,119.522805,88.129157,32220,-32131.870843,0.881292,322.2,-321.318708,20.619497,0.206195,23.396907,0.942857,66,0.866667,26,0.133333,4,0.057143,4,0.717391,0.942857,0.814815,0.128698,0.538095,0.716398,0.7,0.62381,0.37619,0.3,0.652174,0.7,0.633528,0.128698,0.538095,0.599478,0.512671,0.7,0,0,0,0,0,0,1408,78616,10616,70,50,?,?,?,?
credit-g_simple,3,7,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,66,34,0,66,34,0,0,0.34,0.583095,80.918206,127.241742,88.129157,36516,-36427.870843,0.881292,365.16,-364.278708,11.618209,0.116182,13.183161,0.9,63,0.9,27,0.1,3,0.1,7,0.7,0.9,0.7875,0,0.5,0.7,0.66,0.66,0.34,0.34,0.58,0.66,0.59625,0,0.5,0.58,0.46875,0.66,0,0,0,0,0,0,1504,78616,10616,66,50,?,?,?,?
credit-g_simple,3,8,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,60,40,0,60,40,0,-0.149425,0.4,0.632456,95.197889,138.013047,88.129157,42960,-42871.870843,0.881292,429.6,-428.718708,-1.883723,-0.018837,-2.137457,0.842857,59,0.966667,29,0.033333,1,0.157143,11,0.670455,0.842857,0.746835,-0.174595,0.438095,0.675097,0.6,0.72381,0.27619,0.4,0.494318,0.6,0.537071,-0.174595,0.438095,0.560402,0.397227,0.6,0,0,0,0,0,0,1504,78616,10616,60,50,?,?,?,?
credit-g_simple,3,9,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,62,38,0,62,38,0,-0.021505,0.38,0.616441,90.437995,134.518479,88.129157,40812,-40723.870843,0.881292,408.12,-407.238708,2.616921,0.026169,2.969416,0.814286,57,0.833333,25,0.166667,5,0.185714,13,0.695122,0.814286,0.75,-0.02272,0.490476,0.696028,0.62,0.639048,0.360952,0.38,0.569919,0.62,0.5875,-0.02272,0.490476,0.576108,0.479167,0.62,0,0,0,0,0,0,1504,78616,10616,62,50,?,?,?,?
credit-g_simple,3,10,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,65,35,0,65,35,0,0.005682,0.35,0.591608,83.298153,129.099384,88.129157,37590,-37501.870843,0.881292,375.9,-375.018708,9.367887,0.093679,10.629725,0.871429,61,0.866667,26,0.133333,4,0.128571,9,0.701149,0.871429,0.77707,0.006489,0.502381,0.701002,0.65,0.645238,0.354762,0.35,0.583112,0.65,0.599763,0.006489,0.502381,0.581009,0.481558,0.65,0,0,0,0,0,0,1504,78616,10616,65,50,?,?,?,?
credit-g_simple,4,1,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,67,33,0,67,33,0,0.12234,0.33,0.574456,78.538259,125.356575,88.129157,35442,-35353.870843,0.881292,354.42,-353.538708,13.868531,0.138685,15.736598,0.842857,59,0.733333,22,0.266667,8,0.157143,11,0.728395,0.842857,0.781457,0.127938,0.554762,0.723933,0.67,0.560476,0.439524,0.33,0.636192,0.67,0.644979,0.127938,0.554762,0.606437,0.553994,0.67,0,0,0,0,0,0,1480,78616,10616,67,50,?,?,?,?
credit-g_simple,4,2,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,69,31,0,69,31,0,0.077381,0.31,0.556776,73.778364,121.498522,88.129157,33294,-33205.870843,0.881292,332.94,-332.058708,18.369175,0.183692,20.843471,0.928571,65,0.866667,26,0.133333,4,0.071429,5,0.714286,0.928571,0.807453,0.099127,0.530952,0.713265,0.69,0.628095,0.371905,0.31,0.633333,0.69,0.626756,0.099127,0.530952,0.595063,0.506291,0.69,0.012,0,0,0,0,0,1432,78616,10616,69,50,?,?,?,?
credit-g_simple,4,3,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,64,36,0,64,36,0,-0.011236,0.36,0.6,85.6781,130.930673,88.129157,38664,-38575.870843,0.881292,386.64,-385.758708,7.117565,0.071176,8.076289,0.857143,60,0.866667,26,0.133333,4,0.142857,10,0.697674,0.857143,0.769231,-0.012578,0.495238,0.698007,0.64,0.649524,0.350476,0.36,0.574086,0.64,0.593007,-0.012578,0.495238,0.578033,0.475524,0.64,0,0,0,0,0,0,1456,78616,10616,64,50,?,?,?,?
credit-g_simple,4,4,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,67,33,0,67,33,0,0.140625,0.33,0.574456,78.538259,125.356575,88.129157,35442,-35353.870843,0.881292,354.42,-353.538708,13.868531,0.138685,15.736598,0.828571,58,0.7,21,0.3,9,0.171429,12,0.734177,0.828571,0.778523,0.144654,0.564286,0.728318,0.67,0.541429,0.458571,0.33,0.642495,0.67,0.650849,0.144654,0.564286,0.611394,0.565732,0.67,0,0,0,0,0,0,1480,78616,10616,67,50,?,?,?,?
credit-g_simple,4,5,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,63,37,0,63,37,0,-0.005435,0.37,0.608276,88.058047,132.736698,88.129157,39738,-39649.870843,0.881292,397.38,-396.498708,4.867243,0.048672,5.522852,0.828571,58,0.833333,25,0.166667,5,0.171429,12,0.698795,0.828571,0.75817,-0.005809,0.497619,0.699002,0.63,0.634762,0.365238,0.37,0.577392,0.63,0.594549,-0.005809,0.497619,0.579007,0.485468,0.63,0,0,0,0,0,0,1504,78616,10616,63,50,?,?,?,?
credit-g_simple,4,6,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,67,33,0,67,33,0,0.017857,0.33,0.574456,78.538259,125.356575,88.129157,35442,-35353.870843,0.881292,354.42,-353.538708,13.868531,0.138685,15.736598,0.914286,64,0.9,27,0.1,3,0.085714,6,0.703297,0.914286,0.795031,0.022875,0.507143,0.703014,0.67,0.655714,0.344286,0.33,0.592308,0.67,0.602676,0.022875,0.507143,0.58311,0.474439,0.67,0,0,0,0,0,0,1456,78616,10616,67,50,?,?,?,?
credit-g_simple,4,7,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,64,36,0,64,36,0,0.032258,0.36,0.6,85.6781,130.930673,88.129157,38664,-38575.870843,0.881292,386.64,-385.758708,7.117565,0.071176,8.076289,0.828571,58,0.8,24,0.2,6,0.171429,12,0.707317,0.828571,0.763158,0.03408,0.514286,0.706063,0.64,0.611429,0.388571,0.36,0.595122,0.64,0.609211,0.03408,0.514286,0.586244,0.506579,0.64,0,0,0,0,0,0,1480,78616,10616,64,50,?,?,?,?
credit-g_simple,4,8,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,71,29,0,71,29,0,0.136905,0.29,0.538516,69.01847,117.513875,88.129157,31146,-31057.870843,0.881292,311.46,-310.578708,22.869819,0.228698,25.950344,0.942857,66,0.833333,25,0.166667,5,0.057143,4,0.725275,0.942857,0.819876,0.175378,0.554762,0.72383,0.71,0.600476,0.399524,0.29,0.674359,0.71,0.650836,0.175378,0.554762,0.609459,0.538143,0.71,0,0,0,0,0,0,1408,78616,10616,71,50,?,?,?,?
credit-g_simple,4,9,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,67,33,0,67,33,0,0.12234,0.33,0.574456,78.538259,125.356575,88.129157,35442,-35353.870843,0.881292,354.42,-353.538708,13.868531,0.138685,15.736598,0.842857,59,0.733333,22,0.266667,8,0.157143,11,0.728395,0.842857,0.781457,0.127938,0.554762,0.723933,0.67,0.560476,0.439524,0.33,0.636192,0.67,0.644979,0.127938,0.554762,0.606437,0.553994,0.67,0,0,0,0,0,0,1552,78616,10616,67,50,?,?,?,?
credit-g_simple,4,10,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,66,34,0,66,34,0,0.022989,0.34,0.583095,80.918206,127.241742,88.129157,36516,-36427.870843,0.881292,365.16,-364.278708,11.618209,0.116182,13.183161,0.885714,62,0.866667,26,0.133333,4,0.114286,8,0.704545,0.885714,0.78481,0.026861,0.509524,0.704026,0.66,0.640952,0.359048,0.34,0.593182,0.66,0.60651,0.026861,0.509524,0.584152,0.487643,0.66,0,0,0,0,0,0,1456,78616,10616,66,50,?,?,?,?
credit-g_simple,5,1,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,61,39,0,61,39,0,-0.015625,0.39,0.6245,92.817942,136.276965,88.129157,41886,-41797.870843,0.881292,418.86,-417.978708,0.366599,0.003666,0.415979,0.785714,55,0.8,24,0.2,6,0.214286,15,0.696203,0.785714,0.738255,-0.016073,0.492857,0.697016,0.61,0.624286,0.375714,0.39,0.573056,0.61,0.587367,-0.016073,0.492857,0.577054,0.486775,0.61,0,0,0,0,0,0,1480,78616,10616,61,50,?,?,?,?
credit-g_simple,5,2,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,65,35,0,65,35,0,0.005682,0.35,0.591608,83.298153,129.099384,88.129157,37590,-37501.870843,0.881292,375.9,-375.018708,9.367887,0.093679,10.629725,0.871429,61,0.866667,26,0.133333,4,0.128571,9,0.701149,0.871429,0.77707,0.006489,0.502381,0.701002,0.65,0.645238,0.354762,0.35,0.583112,0.65,0.599763,0.006489,0.502381,0.581009,0.481558,0.65,0,0,0,0,0,0,1504,78616,10616,65,50,?,?,?,?
credit-g_simple,5,3,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,66,34,0,66,34,0,0,0.34,0.583095,80.918206,127.241742,88.129157,36516,-36427.870843,0.881292,365.16,-364.278708,11.618209,0.116182,13.183161,0.9,63,0.9,27,0.1,3,0.1,7,0.7,0.9,0.7875,0,0.5,0.7,0.66,0.66,0.34,0.34,0.58,0.66,0.59625,0,0.5,0.58,0.46875,0.66,0,0,0,0,0,0,1408,78616,10616,66,50,?,?,?,?
credit-g_simple,5,4,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,70,30,0,70,30,0,0.137931,0.3,0.547723,71.398417,119.522805,88.129157,32220,-32131.870843,0.881292,322.2,-321.318708,20.619497,0.206195,23.396907,0.914286,64,0.8,24,0.2,6,0.085714,6,0.727273,0.914286,0.810127,0.161165,0.557143,0.724935,0.7,0.585714,0.414286,0.3,0.659091,0.7,0.652803,0.161165,0.557143,0.609455,0.54792,0.7,0,0,0,0,0,0,1468,78616,10616,70,50,?,?,?,?
credit-g_simple,5,5,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,63,37,0,63,37,0,-0.005435,0.37,0.608276,88.058047,132.736698,88.129157,39738,-39649.870843,0.881292,397.38,-396.498708,4.867243,0.048672,5.522852,0.828571,58,0.833333,25,0.166667,5,0.171429,12,0.698795,0.828571,0.75817,-0.005809,0.497619,0.699002,0.63,0.634762,0.365238,0.37,0.577392,0.63,0.594549,-0.005809,0.497619,0.579007,0.485468,0.63,0,0,0,0,0,0,1432,78616,10616,63,50,?,?,?,?
credit-g_simple,5,6,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,67,33,0,67,33,0,0.0625,0.33,0.574456,78.538259,125.356575,88.129157,35442,-35353.870843,0.881292,354.42,-353.538708,13.868531,0.138685,15.736598,0.885714,62,0.833333,25,0.166667,5,0.114286,8,0.712644,0.885714,0.789809,0.071376,0.52619,0.711199,0.67,0.617619,0.382381,0.33,0.614235,0.67,0.622634,0.071376,0.52619,0.59207,0.511184,0.67,0.016,0,0.015625,0,15.625,0,1432,78616,10616,67,50,?,?,?,?
credit-g_simple,5,7,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,60,40,0,60,40,0,0.029126,0.4,0.632456,95.197889,138.013047,88.129157,42960,-42871.870843,0.881292,429.6,-428.718708,-1.883723,-0.018837,-2.137457,0.728571,51,0.7,21,0.3,9,0.271429,19,0.708333,0.728571,0.71831,0.029161,0.514286,0.706071,0.6,0.571429,0.428571,0.4,0.592262,0.6,0.59592,0.029161,0.514286,0.586179,0.514327,0.6,0,0,0,0,0,0,1600,78616,10616,60,50,?,?,?,?
credit-g_simple,5,8,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,68,32,0,68,32,0,0.036145,0.32,0.565685,76.158311,123.442622,88.129157,34368,-34279.870843,0.881292,343.68,-342.798708,16.118853,0.161189,18.290034,0.928571,65,0.9,27,0.1,3,0.071429,5,0.706522,0.928571,0.802469,0.048262,0.514286,0.706056,0.68,0.651429,0.348571,0.32,0.607065,0.68,0.609097,0.048262,0.514286,0.586489,0.480182,0.68,0,0,0,0,0,0,1504,78616,10616,68,50,?,?,?,?
credit-g_simple,5,9,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,68,32,0,68,32,0,0.036145,0.32,0.565685,76.158311,123.442622,88.129157,34368,-34279.870843,0.881292,343.68,-342.798708,16.118853,0.161189,18.290034,0.928571,65,0.9,27,0.1,3,0.071429,5,0.706522,0.928571,0.802469,0.048262,0.514286,0.706056,0.68,0.651429,0.348571,0.32,0.607065,0.68,0.609097,0.048262,0.514286,0.586489,0.480182,0.68,0,0,0,0,0,0,1432,78616,10616,68,50,?,?,?,?
credit-g_simple,5,10,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,69,31,0,69,31,0,0.157609,0.31,0.556776,73.778364,121.498522,88.129157,33294,-33205.870843,0.881292,332.94,-332.058708,18.369175,0.183692,20.843471,0.871429,61,0.733333,22,0.266667,8,0.128571,9,0.73494,0.871429,0.797386,0.168471,0.569048,0.730448,0.69,0.551905,0.448095,0.31,0.655634,0.69,0.660298,0.168471,0.569048,0.61496,0.568906,0.69,0,0,0,0,0,0,1480,78616,10616,69,50,?,?,?,?
credit-g_simple,6,1,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,66,34,0,66,34,0,0.022989,0.34,0.583095,80.918206,127.241742,88.129157,36516,-36427.870843,0.881292,365.16,-364.278708,11.618209,0.116182,13.183161,0.885714,62,0.866667,26,0.133333,4,0.114286,8,0.704545,0.885714,0.78481,0.026861,0.509524,0.704026,0.66,0.640952,0.359048,0.34,0.593182,0.66,0.60651,0.026861,0.509524,0.584152,0.487643,0.66,0,0,0,0,0,0,1408,78616,10616,66,50,?,?,?,?
credit-g_simple,6,2,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,65,35,0,65,35,0,0.048913,0.35,0.591608,83.298153,129.099384,88.129157,37590,-37501.870843,0.881292,375.9,-375.018708,9.367887,0.093679,10.629725,0.842857,59,0.8,24,0.2,6,0.157143,11,0.710843,0.842857,0.771242,0.052284,0.521429,0.709139,0.65,0.607143,0.392857,0.35,0.603473,0.65,0.616465,0.052284,0.521429,0.589574,0.51328,0.65,0.015,0,0.015625,0,15.625,0,1480,78616,10616,65,50,?,?,?,?
credit-g_simple,6,3,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,64,36,0,64,36,0,0.032258,0.36,0.6,85.6781,130.930673,88.129157,38664,-38575.870843,0.881292,386.64,-385.758708,7.117565,0.071176,8.076289,0.828571,58,0.8,24,0.2,6,0.171429,12,0.707317,0.828571,0.763158,0.03408,0.514286,0.706063,0.64,0.611429,0.388571,0.36,0.595122,0.64,0.609211,0.03408,0.514286,0.586244,0.506579,0.64,0,0,0,0,0,0,1456,78616,10616,64,50,?,?,?,?
credit-g_simple,6,4,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,69,31,0,69,31,0,0.138889,0.31,0.556776,73.778364,121.498522,88.129157,33294,-33205.870843,0.881292,332.94,-332.058708,18.369175,0.183692,20.843471,0.885714,62,0.766667,23,0.233333,7,0.114286,8,0.729412,0.885714,0.8,0.152783,0.559524,0.72605,0.69,0.570952,0.429048,0.31,0.650588,0.69,0.653333,0.152783,0.559524,0.609902,0.555556,0.69,0,0,0,0,0,0,1516,78616,10616,69,50,?,?,?,?
credit-g_simple,6,5,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,72,28,0,72,28,0,0.195402,0.28,0.52915,66.638522,115.47,88.129157,30072,-29983.870843,0.881292,300.72,-299.838708,25.120141,0.251201,28.50378,0.928571,65,0.766667,23,0.233333,7,0.071429,5,0.738636,0.928571,0.822785,0.228317,0.580952,0.735877,0.72,0.558095,0.441905,0.28,0.692045,0.72,0.675949,0.228317,0.580952,0.624947,0.578059,0.72,0,0,0,0,0,0,1432,78616,10616,72,50,?,?,?,?
credit-g_simple,6,6,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,67,33,0,67,33,0,0.040698,0.33,0.574456,78.538259,125.356575,88.129157,35442,-35353.870843,0.881292,354.42,-353.538708,13.868531,0.138685,15.736598,0.9,63,0.866667,26,0.133333,4,0.1,7,0.707865,0.9,0.792453,0.04882,0.516667,0.707079,0.67,0.636667,0.363333,0.33,0.604597,0.67,0.613254,0.04882,0.516667,0.587501,0.493787,0.67,0,0,0,0,0,0,1408,78616,10616,67,50,?,?,?,?
credit-g_simple,6,7,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,66,34,0,66,34,0,0.065934,0.34,0.583095,80.918206,127.241742,88.129157,36516,-36427.870843,0.881292,365.16,-364.278708,11.618209,0.116182,13.183161,0.857143,60,0.8,24,0.2,6,0.142857,10,0.714286,0.857143,0.779221,0.071429,0.528571,0.712245,0.66,0.602857,0.397143,0.34,0.6125,0.66,0.623715,0.071429,0.528571,0.593071,0.520045,0.66,0,0,0,0,0,0,1456,78616,10616,66,50,?,?,?,?
credit-g_simple,6,8,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,63,37,0,63,37,0,-0.027778,0.37,0.608276,88.058047,132.736698,88.129157,39738,-39649.870843,0.881292,397.38,-396.498708,4.867243,0.048672,5.522852,0.842857,59,0.866667,26,0.133333,4,0.157143,11,0.694118,0.842857,0.76129,-0.030557,0.488095,0.695042,0.63,0.65381,0.34619,0.37,0.565882,0.63,0.586237,-0.030557,0.488095,0.575196,0.469534,0.63,0.016,0,0.015625,0,15.625,0,1480,78616,10616,63,50,?,?,?,?
credit-g_simple,6,9,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,65,35,0,65,35,0,-0.017442,0.35,0.591608,83.298153,129.099384,88.129157,37590,-37501.870843,0.881292,375.9,-375.018708,9.367887,0.093679,10.629725,0.885714,62,0.9,27,0.1,3,0.114286,8,0.696629,0.885714,0.779874,-0.020923,0.492857,0.697014,0.65,0.664286,0.335714,0.35,0.569459,0.65,0.589814,-0.020923,0.492857,0.577092,0.463108,0.65,0,0,0,0,0,0,1516,78616,10616,65,50,?,?,?,?
credit-g_simple,6,10,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,69,31,0,69,31,0,0.119318,0.31,0.556776,73.778364,121.498522,88.129157,33294,-33205.870843,0.881292,332.94,-332.058708,18.369175,0.183692,20.843471,0.9,63,0.8,24,0.2,6,0.1,7,0.724138,0.9,0.802548,0.136263,0.55,0.721724,0.69,0.59,0.41,0.31,0.645358,0.69,0.645504,0.136263,0.55,0.604899,0.540809,0.69,0,0,0,0,0,0,1432,78616,10616,69,50,?,?,?,?
